,center_dist,price,Комнат,Площадь квартиры,Этаж,Лифт,Материал стен,Парковка,Жилая площадь,Площадь кухни,Ремонт,Санузел,Кол-во санузлов,Высота потолков
9360,4.7,23900000,3,56.5,3,,кирпич,закрытая,40.0,6.0,Евро,раздельный,1,2.65
9361,16.4,17000000,1,56.1,1,есть,монолит,,21.9,17.0,Хороший,совмещённый,1,2.8
9362,11.4,24490000,3,82.7,15,есть,панель,,44.3,10.3,Хороший,раздельный,1,
9363,6.3,22500000,3,77.0,3,есть,панель,,46.0,10.5,Хороший,раздельный,1,3.0
9364,15.3,17300000,3,75.3,3,,,,45.0,10.0,Хороший,раздельный,1,
9365,12.8,20500000,3,77.3,9,есть,панель,закрытая,43.9,9.9,Евро,раздельный,1,2.64
9366,8.5,16050000,3,65.0,2,есть,панель,,45.0,6.5,Хороший,раздельный,1,2.75
9367,17.8,19000000,3,75.5,4,есть,панель,,44.0,10.0,Хороший,раздельный,1,
9368,6.0,23500000,3,96.0,5,,,,65.0,8.6,Хороший,раздельный,1,
9369,10.8,16900000,2,67.0,9,,,подземная,40.0,10.0,Евро,,2,
9370,13.0,17300000,3,74.2,15,есть,панель,закрытая,48.0,10.0,Хороший,раздельный,1,2.7
9371,14.4,20750000,2,56.0,18,есть,,,32.7,10.0,Евро,раздельный,1,
9372,16.1,19000000,3,75.4,6,есть,панель,,51.4,10.0,Евро,раздельный,1,
9373,4.2,16500000,2,50.0,3,есть,кирпич,,28.4,10.6,Евро,раздельный,1,
9374,23.9,20400000,3,84.0,3,есть,панель,закрытая,48.4,9.0,Хороший,,,2.67
9375,19.7,18600000,3,81.2,1,,,,42.9,10.7,Евро,совмещённый,1,
9376,12.7,17500000,3,61.0,3,,,,37.4,6.6,Дизайнерский,совмещённый,1,
9377,11.9,18700000,3,74.3,20,есть,монолит,,44.8,10.1,Хороший,раздельный,1,
9378,13.3,18900000,3,74.0,8,есть,панель,,44.0,10.2,Хороший,раздельный,1,2.7
9379,15.0,19500000,2,71.8,4,есть,монолит,,28.0,13.1,Евро,,,3.6
9380,13.2,21800000,4,82.8,3,,,,57.0,12.0,Хороший,раздельный,1,
9381,13.4,22200000,3,86.0,2,есть,панель,закрытая,50.0,11.0,Дизайнерский,,,2.64
9382,7.5,17000000,3,54.7,4,есть,блок,,36.8,5.2,Хороший,совмещённый,1,2.5
9383,9.9,21800000,2,58.0,16,есть,панель,,34.0,12.0,Евро,раздельный,1,2.64
9384,8.6,21900000,3,78.8,4,,кирпич,,56.2,9.6,Евро,совмещённый,1,3.0
9385,16.2,19480000,3,58.7,8,есть,панель,закрытая,38.0,6.0,Евро,совмещённый,1,2.6
9386,19.1,18300000,3,76.0,8,есть,панель,закрытая,44.0,9.0,Евро,совмещённый,1,
9387,7.5,20000000,2,45.0,5,есть,кирпич,,28.0,4.8,Дизайнерский,совмещённый,1,
9388,6.1,16500000,1,47.4,24,есть,монолит,подземная,22.0,10.0,Дизайнерский,совмещённый,1,2.7
9389,9.9,21500000,2,58.0,16,есть,панель,закрытая,35.0,12.0,Хороший,раздельный,1,2.64
9390,10.6,17900000,2,51.1,9,есть,панель,,35.0,8.0,Евро,совмещённый,1,
9391,7.8,19300000,3,67.8,7,есть,панель,,43.4,8.6,Евро,раздельный,1,2.6
9392,10.9,17999000,1,40.8,17,есть,монолит,,18.2,10.0,Хороший,совмещённый,1,2.7
9393,7.8,19000000,3,67.8,7,есть,блок,,43.0,8.6,Евро,раздельный,1,2.6
9394,17.1,20500000,3,65.0,9,есть,блок,,42.0,9.2,Евро,,3,2.5
9395,16.6,17999999,2,54.0,3,есть,панель,,33.0,8.0,Евро,раздельный,1,2.7
9396,,18199990,2,51.5,1,есть,панель,закрытая,30.8,8.2,Хороший,раздельный,1,2.64
9397,12.0,24999000,3,77.2,16,есть,кирпич-монолит,закрытая,44.0,10.7,Евро,раздельный,1,2.75
9398,4.8,22000000,3,78.8,1,есть,кирпич,закрытая,50.8,10.0,Хороший,раздельный,1,3.3
9399,14.2,17800000,1,40.3,4,есть,монолит,подземная,19.0,10.0,Евро,совмещённый,1,3.0
9400,,23887500,,24.5,5,есть,кирпич-монолит,закрытая,20.7,,Дизайнерский,совмещённый,1,3.0
9401,16.6,17999990,2,54.0,3,есть,панель,открытая,32.3,9.2,Дизайнерский,раздельный,1,1.64
9402,4.0,19800000,2,52.0,6,есть,блок,закрытая,31.0,10.0,Хороший,раздельный,1,2.64
9403,12.7,23500000,3,71.4,9,есть,монолит,подземная,54.0,,Дизайнерский,совмещённый,1,3.0
9404,10.5,22200000,2,60.0,17,есть,панель,закрытая,34.2,10.5,Хороший,,,2.64
9405,13.8,17700000,2,53.0,19,есть,монолит,подземная,26.8,11.8,Дизайнерский,совмещённый,2,2.85
9406,6.0,22990000,3,92.6,2,,,,52.4,8.5,Хороший,раздельный,1,
9407,10.9,16200000,2,42.7,16,есть,монолит,,11.6,19.6,Хороший,,,2.7
9408,11.1,22994500,2,66.1,5,есть,монолит,,39.0,12.4,Дизайнерский,,,3.0
9409,4.7,19850000,2,67.6,4,,,,36.0,10.0,Хороший,раздельный,1,
9410,,17500000,2,44.0,2,есть,блок,,30.0,6.2,Хороший,раздельный,1,2.64
9411,11.1,17990000,3,60.0,5,есть,кирпич,,46.0,6.0,Евро,,,2.5
9412,9.1,21999000,2,58.2,16,есть,панель,закрытая,33.0,13.0,Хороший,,,2.64
9413,9.3,24422118,2,69.3,6,есть,кирпич-монолит,,30.2,6.2,Чистовая отделка,,,3.0
9414,9.8,18200000,2,43.6,7,есть,монолит,подземная,25.0,,Евро,совмещённый,1,3.0
9415,9.4,18867483,1,54.1,5,есть,кирпич-монолит,,30.0,5.3,Чистовая отделка,,,3.0
9416,9.3,24319239,2,70.0,8,есть,кирпич-монолит,,30.2,6.2,Чистовая отделка,,,3.0
9417,12.5,24300000,2,62.2,13,,монолит,,36.0,15.5,Дизайнерский,,,
9418,9.3,24385688,2,68.8,5,есть,кирпич-монолит,,41.5,3.2,Чистовая отделка,,,3.0
9419,9.3,24704482,2,68.4,8,есть,кирпич-монолит,,38.4,5.0,Чистовая отделка,,,3.0
9420,,20000000,2,43.0,3,есть,,,27.0,6.0,Евро,совмещённый,1,
9421,16.6,17999999,2,54.0,3,есть,панель,,33.0,8.0,Евро,раздельный,1,2.7
9422,16.6,17999990,2,54.0,3,есть,панель,открытая,32.3,9.2,Дизайнерский,раздельный,1,1.64
9423,13.4,18000000,3,65.0,4,есть,,закрытая,43.7,7.0,Евро,совмещённый,1,
9424,9.2,19000000,2,68.3,1,,,,38.1,8.8,Хороший,раздельный,1,
9425,4.0,19800000,2,52.0,6,есть,блок,закрытая,31.0,10.0,Хороший,раздельный,1,2.64
9426,16.2,19480000,3,58.7,8,есть,панель,закрытая,38.0,6.0,Евро,совмещённый,1,2.6
9427,16.2,19500000,3,59.0,8,есть,панель,,38.0,6.0,Евро,совмещённый,1,
9428,17.1,20500000,3,65.0,9,есть,блок,,42.0,9.2,Евро,,3,2.5
9429,4.8,22000000,3,78.8,1,есть,кирпич,закрытая,50.8,10.0,Хороший,раздельный,1,3.3
9430,24.6,17500000,3,74.7,8,есть,панель,закрытая,47.0,10.2,Хороший,совмещённый,1,
9431,6.0,21000000,2,59.1,5,,кирпич,открытая,35.5,7.0,Евро,раздельный,1,3.0
9432,10.3,16500000,2,46.0,5,,кирпич,закрытая,32.0,6.0,Дизайнерский,совмещённый,1,2.5
9433,22.5,23000000,,85.0,10,есть,кирпич-монолит,открытая,60.0,11.0,Евро,,2,2.7
9434,3.9,24700000,3,80.0,2,,кирпич,открытая,53.0,8.0,Хороший,раздельный,1,3.0
9435,10.3,16500000,2,46.0,5,,кирпич,открытая,32.0,6.0,Дизайнерский,совмещённый,1,2.6
9436,10.3,16500000,2,46.0,5,,кирпич,закрытая,32.0,6.0,Дизайнерский,совмещённый,1,2.5
9437,10.2,18600000,3,64.5,11,есть,панель,закрытая,38.0,8.0,Евро,раздельный,1,
9438,9.3,24764624,2,71.9,2,есть,кирпич-монолит,,41.8,5.3,Чистовая отделка,,,3.0
9439,10.7,20000000,2,53.0,15,есть,панель,открытая,33.0,9.0,Евро,раздельный,1,2.7
9440,12.8,20500000,3,76.0,9,есть,монолит,закрытая,44.0,10.0,Хороший,раздельный,1,2.8
9441,13.4,18000000,3,65.0,4,есть,,закрытая,43.7,7.0,Евро,совмещённый,1,
9442,10.7,20000000,2,53.0,15,есть,панель,открытая,33.0,9.0,Евро,раздельный,1,2.7
9443,17.3,18200000,3,74.2,2,есть,панель,закрытая,44.0,10.0,Евро,раздельный,1,2.64
9444,8.5,16050000,3,65.0,2,есть,панель,,45.0,6.5,Хороший,раздельный,1,2.75
9445,9.3,24704482,2,68.4,8,есть,кирпич-монолит,,38.4,5.0,Чистовая отделка,,,3.0
9446,4.4,17000000,2,44.7,6,есть,,,29.6,6.3,Хороший,раздельный,1,2.64
9447,9.2,19000000,2,68.3,1,,,,38.1,8.8,Хороший,раздельный,1,
9448,9.3,24319239,2,70.0,8,есть,кирпич-монолит,,30.2,6.2,Чистовая отделка,,,3.0
9449,9.4,18867483,1,54.1,5,есть,кирпич-монолит,,30.0,5.3,Чистовая отделка,,,3.0
9450,9.3,24616738,2,67.0,6,есть,кирпич-монолит,,31.5,4.7,Чистовая отделка,,,3.0
9451,,20000000,2,43.0,3,есть,,,27.0,6.0,Евро,совмещённый,1,
9452,16.8,16700000,3,71.0,4,,,,46.1,9.0,Хороший,раздельный,1,
9453,9.3,24385688,2,68.8,5,есть,кирпич-монолит,,41.5,3.2,Чистовая отделка,,,3.0
9454,19.0,24490000,3,72.5,4,есть,панель,,49.0,10.0,Евро,раздельный,1,2.4
9455,16.9,17300000,3,72.0,2,,,,42.7,7.7,Евро,раздельный,1,
9456,9.5,22000000,4,81.9,4,,,,57.0,9.0,Хороший,раздельный,1,
9457,4.1,24500000,2,68.0,10,есть,блок,,34.0,13.0,Евро,,,
9458,9.3,24667630,2,67.8,7,есть,кирпич-монолит,,31.5,4.7,Чистовая отделка,,,3.0
9459,9.4,20900000,2,74.2,4,,,,34.8,15.6,Евро,раздельный,1,
9460,12.4,17900000,2,53.0,7,есть,,,28.0,9.0,Евро,раздельный,1,
9461,10.5,22200000,2,60.0,17,есть,панель,закрытая,34.2,10.5,Хороший,,,2.64
9462,15.6,16400000,3,74.5,10,есть,панель,закрытая,45.2,10.2,Хороший,,,2.68
9463,15.0,19500000,2,71.8,4,есть,монолит,,28.0,13.1,Евро,,,3.6
9464,24.8,18700000,3,75.0,7,есть,кирпич-монолит,,44.0,11.0,Евро,,,2.74
9465,10.4,23800000,3,73.0,16,,блок,,45.0,10.2,Хороший,,,2.6
9466,6.3,19500000,2,45.0,2,есть,кирпич,,28.0,6.0,Дизайнерский,совмещённый,1,2.7
9467,3.6,24500000,1,42.4,6,есть,,закрытая,18.0,12.0,Хороший,раздельный,1,3.0
9468,,22900000,3,71.0,3,,кирпич,закрытая,45.0,9.0,Хороший,раздельный,1,3.6
9469,12.1,24900000,3,75.0,8,есть,панель,,46.0,10.2,Евро,совмещённый,1,
9470,13.1,18000000,4,64.3,1,есть,монолит,,52.0,,Хороший,раздельный,2,
9471,15.5,16500000,3,75.0,1,есть,панель,,45.0,11.0,Евро,,,2.64
9472,4.2,19000000,3,63.1,1,,панель,,42.8,9.3,Хороший,раздельный,1,2.5
9473,5.1,17800000,2,54.0,8,есть,блок,открытая,33.0,9.0,Хороший,раздельный,1,2.6
9474,11.2,19900000,2,51.0,15,есть,панель,закрытая,9.0,,Хороший,совмещённый,1,2.64
9475,9.3,22160231,2,61.3,5,есть,кирпич-монолит,,32.4,5.1,Чистовая отделка,,,3.0
9476,23.6,16500000,3,76.6,4,есть,панель,закрытая,51.0,10.0,Хороший,раздельный,1,2.6
9477,17.3,18200000,3,74.2,2,есть,панель,закрытая,44.0,10.0,Евро,раздельный,1,2.64
9478,9.3,21786618,2,62.8,2,есть,кирпич-монолит,,34.5,5.6,Чистовая отделка,,,3.0
9479,9.3,23201407,2,67.0,2,есть,кирпич-монолит,,38.3,4.2,Чистовая отделка,,,3.0
9480,16.8,16700000,3,71.0,4,,,,46.1,9.0,Хороший,раздельный,1,
9481,9.3,23373011,2,73.7,2,есть,кирпич-монолит,,43.1,5.3,Чистовая отделка,,,3.0
9482,12.4,17900000,2,53.0,7,есть,,,28.0,9.0,Евро,раздельный,1,
9483,20.8,19000000,3,79.0,1,,,,45.0,10.2,Дизайнерский,совмещённый,1,
9484,13.2,16800000,3,64.0,7,,панель,,40.0,8.0,Хороший,раздельный,1,
9485,12.6,19590000,2,63.3,3,,панель,,33.9,12.9,Евро,раздельный,1,
9486,,20320000,,24.6,10,есть,монолит,подземная,18.0,,Дизайнерский,раздельный,1,2.8
9487,9.3,23865788,2,66.0,8,есть,кирпич-монолит,,37.1,5.2,Чистовая отделка,,,3.0
9488,10.5,17950000,3,64.5,11,есть,,,46.3,7.8,Хороший,раздельный,1,
9489,12.8,16500000,2,52.5,2,есть,панель,,31.9,8.9,Хороший,,,2.64
9490,9.3,20397973,1,57.1,4,есть,кирпич-монолит,,18.2,13.6,Чистовая отделка,,,3.0
9491,8.4,16700000,2,56.0,4,есть,кирпич,закрытая,35.0,8.0,Евро,совмещённый,1,3.0
9492,15.3,18500000,3,81.8,8,есть,,,44.2,10.1,Хороший,раздельный,1,
9493,13.6,18000000,3,65.5,12,есть,,закрытая,45.5,7.0,Евро,совмещённый,1,
9494,11.1,18200000,3,74.2,3,есть,панель,открытая,44.7,10.2,Хороший,,,2.5
9495,7.3,20700000,3,56.0,3,,панель,,40.5,5.5,Дизайнерский,совмещённый,1,
9496,3.8,18500000,2,45.0,6,есть,блок,,30.0,6.0,Евро,,,2.64
9497,10.8,20000000,3,79.1,1,,,открытая,49.6,10.4,Евро,,,3.0
9498,3.7,18700000,2,42.0,8,есть,кирпич,закрытая,28.0,6.0,Хороший,,,2.64
9499,13.7,22222222,2,60.0,1,есть,панель,,28.0,10.0,Дизайнерский,,,2.64
9500,17.0,18900000,3,74.9,6,,,,46.0,10.5,Хороший,раздельный,1,
9501,14.6,16400000,3,74.0,2,,,,46.0,10.2,Хороший,раздельный,1,
9502,13.5,23000000,3,91.1,4,есть,кирпич,,56.1,9.3,Хороший,раздельный,1,3.2
9503,4.7,20000000,3,56.0,6,есть,,,37.0,5.0,Хороший,раздельный,1,
9504,8.5,23000000,2,66.9,13,есть,кирпич,закрытая,39.8,9.0,Евро,раздельный,1,2.8
9505,13.9,17300000,3,64.1,3,есть,панель,закрытая,41.6,7.1,Хороший,раздельный,1,2.64
9506,10.8,18000000,2,66.0,5,есть,кирпич,,40.0,6.0,Хороший,раздельный,1,
9507,13.0,18000000,3,62.2,2,есть,панель,,40.0,10.0,Евро,раздельный,1,2.7
9508,7.3,22500000,2,69.0,2,есть,кирпич,,42.0,8.5,Евро,совмещённый,1,3.0
9509,7.2,17000000,2,60.0,4,есть,кирпич,закрытая,36.0,8.0,Хороший,раздельный,1,3.1
9510,11.8,19000000,2,49.7,3,есть,монолит,,26.7,8.5,Хороший,раздельный,1,2.65
9511,10.9,18500000,4,69.6,1,,,закрытая,50.9,7.0,Дизайнерский,раздельный,2,3.0
9512,11.5,21000000,1,40.3,22,есть,монолит,подземная,20.0,10.0,Дизайнерский,совмещённый,1,3.1
9513,11.3,17000000,2,52.4,3,есть,,,29.0,9.0,Евро,раздельный,1,
9514,13.0,21500000,2,66.0,6,есть,монолит,,44.0,17.0,Хороший,раздельный,1,
9515,14.9,16900000,2,50.5,25,есть,монолит,закрытая,27.3,10.9,Евро,раздельный,1,
9516,15.9,22499000,3,76.8,4,есть,панель,закрытая,44.1,10.1,Дизайнерский,совмещённый,1,2.66
9517,9.9,18600000,2,55.6,3,есть,панель,закрытая,29.9,8.8,Хороший,,2,2.7
9518,20.6,17650000,3,76.0,10,есть,панель,закрытая,45.0,11.0,Хороший,раздельный,1,2.64
9519,16.6,16900000,4,84.0,11,есть,панель,закрытая,60.0,8.0,Хороший,раздельный,1,2.75
9520,23.6,21500000,4,96.4,2,есть,панель,закрытая,60.0,10.0,Евро,,2,2.64
9521,19.3,17200000,2,59.4,9,есть,панель,закрытая,25.9,16.2,Хороший,раздельный,1,2.6
9522,15.7,24990000,4,106.4,1,есть,монолит,,62.0,11.0,Хороший,совмещённый,1,
9523,5.1,16300000,2,32.8,1,есть,,,19.0,5.0,Евро,совмещённый,1,
9524,12.6,18750000,2,42.0,15,есть,монолит,,30.0,6.0,Дизайнерский,совмещённый,1,3.0
9525,22.5,19499000,2,63.5,9,есть,монолит,закрытая,36.0,12.0,Евро,раздельный,1,2.8
9526,10.8,17650000,3,79.0,5,есть,кирпич,,56.0,9.0,Хороший,раздельный,1,3.0
9527,8.7,22500000,2,67.0,2,есть,кирпич,закрытая,42.0,9.0,Хороший,раздельный,1,3.0
9528,,21000000,2,39.0,2,есть,кирпич,,15.0,4.0,Дизайнерский,совмещённый,1,3.1
9529,3.7,21500000,2,53.2,6,есть,кирпич,,34.2,9.1,Хороший,совмещённый,1,2.75
9530,4.3,19500000,1,47.0,2,,кирпич,закрытая,32.0,7.0,Дизайнерский,совмещённый,1,3.0
9531,23.4,20750000,3,72.4,15,есть,панель,закрытая,41.0,10.0,Дизайнерский,раздельный,1,2.64
9532,9.3,16100000,2,51.5,8,есть,панель,,32.0,8.0,Хороший,раздельный,1,2.64
9533,5.4,21000000,1,46.0,17,,монолит,подземная,24.2,16.8,Дизайнерский,совмещённый,1,2.75
9534,3.8,24200000,2,55.0,3,есть,кирпич,закрытая,21.0,25.0,Евро,раздельный,1,3.0
9535,12.3,24500000,1,40.0,2,есть,кирпич-монолит,подземная,12.0,15.0,Дизайнерский,совмещённый,1,3.1
9536,5.8,18300000,3,72.3,4,,кирпич,,52.1,7.5,Евро,раздельный,1,2.67
9537,6.5,23000000,2,55.6,3,есть,кирпич,закрытая,34.4,9.0,Хороший,раздельный,1,
9538,6.9,23000000,3,74.0,14,есть,панель,,44.0,10.5,Евро,раздельный,1,
9539,3.8,17300000,2,42.2,3,есть,кирпич,закрытая,25.5,7.0,Хороший,раздельный,1,
9540,9.3,23865788,2,66.0,8,есть,кирпич-монолит,,37.1,5.2,Чистовая отделка,,,3.0
9541,11.2,16500000,1,38.0,5,есть,монолит,закрытая,17.2,9.0,Хороший,раздельный,1,
9542,9.5,20700000,2,52.0,16,есть,монолит,закрытая,32.0,10.0,Дизайнерский,совмещённый,1,2.64
9543,7.4,17000000,3,75.5,5,есть,кирпич,,53.4,9.0,Хороший,совмещённый,1,3.07
9544,9.3,24432306,2,67.1,8,есть,кирпич-монолит,,31.5,4.7,Чистовая отделка,,,3.0
9545,9.3,23373011,2,73.7,2,есть,кирпич-монолит,,43.1,5.3,Чистовая отделка,,,3.0
9546,9.3,23201407,2,67.0,2,есть,кирпич-монолит,,38.3,4.2,Чистовая отделка,,,3.0
9547,9.3,19629526,1,55.6,2,есть,кирпич-монолит,,17.9,12.9,Чистовая отделка,,,3.0
9548,9.3,23732826,2,65.8,7,есть,кирпич-монолит,,36.5,5.2,Чистовая отделка,,,3.0
9549,9.3,21943912,2,60.0,8,есть,кирпич-монолит,,32.4,5.1,Чистовая отделка,,,3.0
9550,9.3,23083671,2,71.1,5,есть,кирпич-монолит,,41.8,5.3,Чистовая отделка,,,3.0
9551,9.3,23494918,2,67.0,4,есть,кирпич-монолит,,34.5,5.3,Чистовая отделка,,,3.0
9552,9.3,23479840,2,66.3,5,есть,кирпич-монолит,,34.5,5.3,Чистовая отделка,,,3.0
9553,9.3,21319625,2,59.6,4,есть,кирпич-монолит,,32.4,5.1,Чистовая отделка,,,3.0
9554,9.3,22453720,2,61.6,6,есть,кирпич-монолит,,32.4,5.1,Чистовая отделка,,,3.0
9555,24.2,17500000,3,80.1,7,есть,панель,,47.9,8.6,Хороший,раздельный,1,2.64
9556,16.7,18900000,3,74.0,21,есть,монолит,,44.6,10.1,Хороший,раздельный,1,2.65
9557,13.1,17900000,3,82.5,4,есть,блок,закрытая,50.6,14.1,Хороший,раздельный,1,
9558,9.4,20230244,1,63.5,4,есть,кирпич-монолит,,25.6,14.6,Чистовая отделка,,,3.0
9559,7.9,16461900,2,54.6,12,есть,панель,открытая,32.5,9.0,Евро,раздельный,1,2.75
9560,9.3,23366966,2,64.1,7,есть,кирпич-монолит,,32.4,5.1,Чистовая отделка,,,3.0
9561,3.5,19500000,2,51.2,9,есть,блок,закрытая,30.2,8.2,Хороший,раздельный,1,2.64
9562,,18000000,1,36.8,5,есть,кирпич,закрытая,18.7,7.3,Евро,совмещённый,1,2.8
9563,8.1,22500000,2,64.7,3,есть,кирпич,закрытая,32.0,9.9,Хороший,раздельный,1,2.75
9564,5.7,23000000,3,72.4,6,есть,кирпич,закрытая,48.8,8.1,Дизайнерский,раздельный,1,3.1
9565,,22000000,1,37.3,5,есть,кирпич,закрытая,17.0,9.0,Евро,раздельный,1,2.8
9566,6.3,21900000,2,59.2,5,есть,,закрытая,37.0,9.3,Евро,раздельный,1,3.0
9567,4.3,23300000,3,66.6,8,есть,кирпич,закрытая,47.5,7.3,Хороший,совмещённый,1,3.1
9568,,23900000,3,65.3,2,есть,кирпич,закрытая,43.8,8.0,Хороший,раздельный,1,3.0
9569,16.0,24500000,3,89.0,2,есть,монолит,,44.0,20.0,Евро,совмещённый,2,2.8
9570,5.7,24900000,3,81.0,24,есть,монолит,подземная,42.0,23.0,Хороший,совмещённый,2,3.0
9571,9.0,21900000,2,57.8,3,есть,кирпич,закрытая,35.2,9.0,Евро,совмещённый,1,2.8
9572,9.5,18000000,2,55.4,1,есть,панель,закрытая,34.0,10.0,Евро,раздельный,1,2.64
9573,,16600000,3,82.0,1,есть,монолит,подземная,42.0,17.0,Дизайнерский,совмещённый,1,2.8
9574,9.1,18790000,2,49.1,14,есть,кирпич,подземная,32.0,10.7,Евро,совмещённый,1,3.0
9575,9.6,19500000,3,80.0,3,,кирпич,закрытая,51.0,9.0,Хороший,раздельный,1,3.0
9576,10.7,20500000,1,55.0,19,есть,монолит,,13.4,28.4,Евро,совмещённый,1,3.0
9577,16.5,20200000,4,92.0,5,есть,панель,закрытая,58.0,9.0,Хороший,раздельный,1,2.7
9578,10.9,23800000,3,72.5,16,есть,монолит,закрытая,52.7,10.0,Евро,раздельный,1,2.64
9579,10.6,17500000,3,78.0,4,есть,кирпич,,53.0,8.0,Хороший,раздельный,1,3.1
9580,,19900000,2,45.3,12,есть,,закрытая,28.0,6.0,Евро,совмещённый,1,2.64
9581,,22000000,2,56.5,6,есть,,закрытая,36.9,6.2,Хороший,раздельный,1,3.0
9582,10.7,22000000,2,71.3,6,есть,,закрытая,38.9,9.0,Хороший,раздельный,1,3.2
9583,12.6,18500000,1,41.3,20,,,,26.0,9.0,Евро,совмещённый,1,
9584,6.2,22000000,1,50.0,9,есть,монолит,,12.0,30.0,Дизайнерский,совмещённый,1,2.8
9585,6.9,18850000,3,71.0,3,есть,кирпич,,45.0,9.0,Хороший,раздельный,1,3.0
9586,13.3,21700000,4,89.0,3,есть,панель,,54.0,9.0,Хороший,раздельный,1,2.64
9587,20.4,17200000,3,74.5,12,есть,монолит,,45.5,10.0,Хороший,раздельный,1,
9588,10.9,18500000,4,69.6,1,,,закрытая,50.9,7.0,Дизайнерский,раздельный,2,3.0
9589,6.2,22400000,3,73.1,14,есть,панель,закрытая,44.0,10.2,Хороший,раздельный,1,2.65
9590,16.3,22900000,3,77.2,10,,,,39.0,12.0,Дизайнерский,,2,
9591,11.3,17000000,2,52.4,3,есть,,,29.0,9.0,Евро,раздельный,1,
9592,11.3,17200000,1,45.6,8,есть,монолит,подземная,25.0,8.0,Евро,совмещённый,1,2.8
9593,19.1,24999999,2,64.2,7,есть,кирпич,,34.0,8.0,Евро,совмещённый,1,2.7
9594,10.8,18000000,2,66.0,5,есть,кирпич,,40.0,6.0,Хороший,раздельный,1,
9595,7.2,17000000,2,60.0,4,есть,кирпич,закрытая,36.0,8.0,Хороший,раздельный,1,3.1
9596,4.6,18100000,3,75.3,1,есть,кирпич,,50.3,9.0,Хороший,раздельный,1,
9597,12.4,24800000,1,45.0,6,есть,кирпич-монолит,подземная,19.0,24.0,Дизайнерский,совмещённый,1,3.1
9598,23.7,19000000,3,74.5,1,есть,панель,закрытая,46.0,10.1,Хороший,раздельный,1,2.8
9599,12.4,24500000,2,65.0,6,есть,монолит,подземная,30.0,10.0,Дизайнерский,совмещённый,1,3.0
9600,13.0,21500000,2,66.0,6,есть,монолит,,44.0,17.0,Хороший,раздельный,1,
9601,15.0,17700000,3,71.4,1,есть,панель,закрытая,45.7,11.0,Евро,раздельный,1,2.64
9602,11.7,16700000,3,60.3,2,есть,,открытая,39.1,8.0,Хороший,раздельный,2,2.7
9603,9.5,23000000,2,47.2,3,,кирпич,,30.6,10.0,Дизайнерский,раздельный,1,2.5
9604,12.9,17500000,3,74.0,5,есть,панель,закрытая,45.0,10.0,Хороший,раздельный,1,2.8
9605,18.8,21300000,2,62.0,13,есть,монолит,закрытая,33.1,10.7,Евро,раздельный,1,3.0
9606,6.6,23200000,1,40.0,13,есть,,,15.0,18.0,Дизайнерский,совмещённый,1,3.0
9607,20.4,24000000,3,76.8,16,есть,панель,закрытая,44.0,10.0,Хороший,раздельный,1,2.7
9608,12.8,22700000,4,96.0,4,есть,панель,закрытая,62.0,10.0,Хороший,раздельный,1,2.64
9609,18.9,22900000,3,82.3,10,есть,монолит,закрытая,46.5,10.0,Евро,раздельный,1,2.65
9610,6.8,23000000,1,41.0,49,есть,монолит,,13.0,23.0,Евро,совмещённый,1,3.0
9611,10.6,19000000,3,81.4,6,есть,кирпич,,55.3,8.8,Евро,совмещённый,1,
9612,10.1,16490000,1,44.1,10,есть,панель,закрытая,19.8,9.6,Евро,совмещённый,1,
9613,6.2,20500000,4,82.4,7,есть,кирпич,,54.9,9.0,Хороший,раздельный,1,3.2
9614,7.3,22950000,3,86.9,5,,кирпич,,60.2,8.9,Евро,раздельный,1,2.98
9615,11.2,19300000,3,61.8,9,есть,монолит,,35.0,21.3,Евро,раздельный,1,
9616,16.4,20500000,2,65.0,3,есть,,,36.5,10.8,Дизайнерский,совмещённый,2,2.7
9617,15.3,22000000,2,68.3,16,есть,монолит,подземная,35.3,12.4,Евро,совмещённый,1,2.75
9618,10.5,17300000,2,50.4,9,есть,панель,закрытая,30.5,9.0,Хороший,раздельный,1,
9619,16.1,18100000,2,55.0,7,есть,панель,,20.6,21.4,Евро,совмещённый,2,
9620,7.0,21000000,3,80.0,2,,кирпич,закрытая,52.4,9.0,Хороший,,2,3.4
9621,4.0,20500000,3,66.1,4,есть,блок,,57.4,4.9,Хороший,раздельный,1,
9622,15.2,20900000,3,76.0,17,есть,монолит,,44.0,9.0,Евро,раздельный,1,2.64
9623,10.6,20500000,4,96.0,1,есть,кирпич,,73.1,8.1,Хороший,раздельный,1,
9624,11.5,18900000,1,36.2,22,есть,монолит,подземная,14.0,9.0,Дизайнерский,совмещённый,1,3.1
9625,15.6,21200000,3,74.0,5,есть,панель,закрытая,45.0,10.5,Хороший,совмещённый,1,
9626,9.4,16500000,2,60.6,1,есть,,подземная,32.0,10.0,Евро,совмещённый,1,3.0
9627,19.7,19400000,3,79.0,22,есть,монолит,закрытая,44.9,10.4,Хороший,раздельный,1,2.64
9628,15.6,21200000,3,74.0,5,есть,панель,закрытая,45.0,10.5,Хороший,совмещённый,1,
9629,13.2,17450000,2,56.4,12,есть,монолит,,32.4,10.1,Евро,раздельный,1,2.7
9630,15.5,16700000,3,61.6,1,есть,блок,,43.7,6.2,Хороший,раздельный,1,2.64
9631,13.0,21500000,2,66.0,6,есть,монолит,,44.0,17.0,Хороший,раздельный,1,
